,Unnamed: 0,height_feet,position,team_name,full_name,season,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
0,2,7.0,C,Oklahoma City Thunder,Steven Adams,2019-20,55.0,27.0,11.0,4.6,7.8,58.9,0.0,0.1,33.3,1.9,3.1,60.0,3.5,6.0,9.4,2.5,1.5,0.8,1.1,2.0,30.3,20.0,0.0,2.3
1,3,6.0,C-F,Miami Heat,Bam Adebayo,2019-20,61.0,34.4,16.2,6.2,11.0,56.5,0.0,0.2,7.7,3.7,5.3,69.0,2.5,8.0,10.5,5.1,2.8,1.2,1.3,2.5,41.2,37.0,3.0,3.5
2,4,6.0,F,San Antonio Spurs,LaMarcus Aldridge,2019-20,52.0,33.0,18.8,7.3,14.8,49.5,1.2,2.9,39.2,3.0,3.6,82.9,2.0,5.5,7.5,2.4,1.4,0.6,1.6,2.4,36.7,14.0,0.0,-2.6
3,6,6.0,G,Memphis Grizzlies,Grayson Allen,2019-20,30.0,16.6,7.4,2.6,5.9,44.9,1.1,3.0,36.3,1.0,1.2,85.7,0.2,2.0,2.2,1.4,0.8,0.2,0.0,1.2,12.1,0.0,0.0,-2.4
4,7,6.0,C,Brooklyn Nets,Jarrett Allen,2019-20,60.0,26.0,10.8,4.2,6.6,64.5,0.0,0.1,0.0,2.4,3.8,62.7,3.1,6.5,9.6,1.4,1.1,0.6,1.4,2.3,29.2,26.0,0.0,0.8
5,8,6.0,F,Orlando Magic,Al-Farouq Aminu,2019-20,18.0,21.1,4.3,1.4,4.8,29.1,0.5,2.0,25.0,1.1,1.6,65.5,1.3,3.5,4.8,1.2,0.9,1.0,0.4,1.5,15.3,1.0,0.0,-1.9
6,9,6.0,G-F,Brooklyn Nets,Justin Anderson,2019-20,3.0,5.6,1.0,0.3,2.0,16.7,0.0,1.0,0.0,0.3,0.7,50.0,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.7,2.8,0.0,0.0,-2.7
7,10,6.0,F,Memphis Grizzlies,Kyle Anderson,2019-20,55.0,18.9,5.5,2.3,4.7,48.8,0.2,0.9,21.2,0.7,1.1,65.0,0.9,3.4,4.3,2.2,0.9,0.8,0.5,1.5,17.0,0.0,0.0,-1.9
8,11,6.0,F,Houston Rockets,Ryan Anderson,2019-20,2.0,7.0,2.5,1.0,3.5,28.6,0.5,2.5,20.0,0.0,0.0,0.0,0.0,3.5,3.5,1.0,0.5,0.5,0.0,0.5,9.2,0.0,0.0,3.5
9,12,6.0,F,Milwaukee Bucks,Giannis Antetokounmpo,2019-20,55.0,30.9,29.6,11.0,19.9,55.1,1.5,4.7,31.1,6.2,10.0,62.5,2.3,11.5,13.8,5.8,3.7,1.0,1.1,3.0,57.4,50.0,4.0,11.5
10,13,6.0,F,Los Angeles Lakers,Kostas Antetokounmpo,2019-20,3.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.9,0.0,0.0,-0.7
11,14,6.0,F,Toronto Raptors,OG Anunoby,2019-20,60.0,29.8,10.7,4.3,8.5,50.3,1.3,3.4,37.1,0.9,1.3,70.0,1.2,4.3,5.5,1.6,1.2,1.4,0.7,2.5,24.8,5.0,0.0,3.4
12,15,6.0,G,Chicago Bulls,Ryan Arcidiacono,2019-20,57.0,15.9,4.4,1.5,3.8,40.7,0.9,2.4,38.1,0.5,0.7,71.1,0.4,1.5,1.9,1.6,0.6,0.4,0.1,1.6,10.0,0.0,0.0,-1.4
13,16,6.0,F,Portland Trail Blazers,Trevor Ariza,2019-20,49.0,27.7,7.4,2.6,6.0,43.2,1.3,3.8,35.7,0.9,1.1,83.6,0.6,4.0,4.6,1.7,1.0,1.3,0.2,2.1,19.1,0.0,0.0,-0.8
14,17,6.0,G,Orlando Magic,D.J. Augustin,2019-20,45.0,24.9,10.1,3.1,8.1,38.5,1.2,3.5,33.3,2.7,3.0,88.2,0.4,1.9,2.2,4.6,1.4,0.6,0.0,1.1,20.3,0.0,0.0,1.5
15,18,7.0,C,Phoenix Suns,Deandre Ayton,2019-20,30.0,33.2,19.0,8.5,15.5,54.8,0.0,0.1,0.0,2.0,2.6,76.9,4.1,7.9,12.0,1.9,2.4,0.7,1.7,3.2,41.2,20.0,0.0,1.2
16,19,6.0,G-F,Charlotte Hornets,Dwayne Bacon,2019-20,39.0,17.6,5.7,2.2,6.3,34.8,0.5,1.7,28.4,0.9,1.4,66.0,0.4,2.2,2.6,1.3,0.9,0.6,0.1,1.3,11.8,0.0,0.0,-3.4
17,22,6.0,G,New Orleans Pelicans,Lonzo Ball,2019-20,53.0,32.2,12.0,4.5,11.0,40.6,2.4,6.4,37.1,0.7,1.2,57.8,1.1,5.0,6.1,7.0,3.0,1.4,0.5,1.9,32.6,11.0,3.0,0.1
18,23,7.0,C,Orlando Magic,Mo Bamba,2019-20,56.0,14.8,5.7,2.3,4.8,47.7,0.6,1.7,36.1,0.5,0.8,69.8,1.6,3.4,5.1,0.7,0.8,0.4,1.5,2.0,17.6,2.0,0.0,0.7
19,24,6.0,G,Dallas Mavericks,J.J. Barea,2019-20,23.0,15.4,8.2,3.1,7.3,42.6,1.2,3.0,40.6,0.7,0.8,94.4,0.4,1.5,2.0,4.0,1.5,0.2,0.1,0.9,15.8,0.0,0.0,1.7
20,25,6.0,F,Sacramento Kings,Harrison Barnes,2019-20,61.0,34.8,14.7,5.1,11.1,45.9,1.4,3.8,37.0,3.1,3.9,80.5,0.9,3.9,4.8,2.3,1.3,0.6,0.1,1.3,24.9,3.0,0.0,-0.9
21,26,6.0,G,Denver Nuggets,Will Barton,2019-20,54.0,32.9,14.8,5.6,12.6,44.4,1.8,4.7,37.6,1.8,2.4,76.6,1.4,4.9,6.3,3.7,1.5,1.0,0.5,2.1,30.9,7.0,0.0,4.1
22,27,6.0,F,Denver Nuggets,Keita Bates-Diop,2019-20,39.0,17.1,6.6,2.3,5.3,42.8,0.8,2.4,33.0,1.3,1.8,71.0,0.5,2.3,2.9,0.8,0.4,0.4,0.5,1.0,13.8,0.0,0.0,-4.1
23,28,6.0,F-G,Charlotte Hornets,Nicolas Batum,2019-20,22.0,23.0,3.6,1.3,3.7,34.6,0.6,2.2,28.6,0.4,0.5,90.0,1.1,3.4,4.5,3.0,1.0,0.8,0.4,1.9,16.0,0.0,0.0,-2.2
24,30,6.0,C-F,Phoenix Suns,Aron Baynes,2019-20,39.0,21.3,10.6,4.1,8.4,48.8,1.2,3.5,33.1,1.2,1.7,72.7,1.6,3.8,5.4,1.6,1.1,0.2,0.5,3.4,20.6,2.0,0.0,-1.6
25,31,6.0,G,Sacramento Kings,Kent Bazemore,2019-20,61.0,24.9,8.5,2.8,7.7,36.5,1.2,3.6,33.8,1.7,2.2,76.5,0.4,3.8,4.2,1.3,1.3,1.1,0.6,2.8,19.3,0.0,0.0,0.2
26,32,6.0,G,Washington Wizards,Bradley Beal,2019-20,53.0,35.9,30.5,10.4,22.7,45.8,2.8,8.3,34.2,6.8,8.2,84.0,0.9,3.3,4.3,6.1,3.4,1.2,0.4,2.3,46.2,8.0,0.0,-3.4
27,33,6.0,G,Minnesota Timberwolves,Malik Beasley,2019-20,51.0,21.2,10.5,3.8,9.2,41.7,1.9,4.9,38.6,1.0,1.2,83.1,0.3,2.2,2.5,1.4,1.0,0.7,0.2,1.5,17.4,1.0,0.0,0.1
28,35,6.0,G-F,San Antonio Spurs,Marco Belinelli,2019-20,51.0,14.9,5.6,2.0,5.2,38.0,1.0,2.9,35.6,0.6,0.8,78.0,0.1,1.6,1.7,1.2,0.3,0.2,0.0,0.8,9.8,0.0,0.0,0.4
29,36,6.0,F,Memphis Grizzlies,Jordan Bell,2019-20,29.0,8.8,3.2,1.2,2.3,52.2,0.1,0.4,33.3,0.7,1.1,61.3,1.0,1.8,2.8,0.6,0.7,0.1,0.3,0.7,8.0,0.0,0.0,-0.3
30,37,6.0,F,Atlanta Hawks,DeAndre' Bembry,2019-20,43.0,21.3,5.8,2.4,5.3,45.6,0.3,1.5,23.1,0.6,1.1,54.2,0.8,2.7,3.5,1.9,1.4,1.3,0.4,2.0,16.6,2.0,0.0,-6.0
31,38,7.0,F,Golden State Warriors,Dragan Bender,2019-20,13.0,17.8,5.5,2.2,5.4,40.0,0.8,2.5,33.3,0.3,0.5,57.1,1.0,3.5,4.5,1.5,1.3,0.3,0.7,2.6,14.8,0.0,0.0,1.8
32,39,6.0,F,Washington Wizards,Davis Bertans,2019-20,50.0,29.4,15.2,4.9,11.2,43.5,3.6,8.5,42.6,1.8,2.1,86.8,0.7,4.0,4.7,1.7,1.1,0.7,0.6,2.5,26.4,1.0,0.0,0.0
33,40,6.0,G,LA Clippers,Patrick Beverley,2019-20,45.0,27.3,8.0,2.9,6.9,42.6,1.6,4.2,36.6,0.5,0.8,63.2,1.2,4.3,5.5,3.9,1.3,1.1,0.6,3.2,24.1,4.0,0.0,5.0
34,41,6.0,C,Orlando Magic,Khem Birch,2019-20,39.0,19.9,3.9,1.4,2.9,49.1,0.0,0.0,0.0,1.1,1.7,61.2,1.8,2.8,4.6,0.9,0.6,0.4,0.5,1.9,13.1,0.0,0.0,-2.4
35,42,6.0,C,Charlotte Hornets,Bismack Biyombo,2019-20,51.0,19.3,7.5,2.9,5.3,53.9,0.0,0.0,0.0,1.7,2.9,60.1,2.3,3.5,5.9,0.9,0.9,0.2,0.9,2.2,18.4,8.0,0.0,-3.0
36,43,6.0,F,Sacramento Kings,Nemanja Bjelica,2019-20,61.0,28.5,11.9,4.5,9.5,47.7,2.0,4.6,43.5,0.9,1.1,80.9,1.7,4.8,6.5,2.8,1.4,0.9,0.5,3.1,26.7,7.0,0.0,-0.5
37,45,6.0,G,Milwaukee Bucks,Eric Bledsoe,2019-20,53.0,27.0,15.3,5.6,11.7,47.8,1.3,3.6,35.1,2.8,3.4,82.8,0.8,3.9,4.7,5.4,2.5,0.9,0.5,2.1,30.7,2.0,0.0,8.6
38,47,6.0,G,Sacramento Kings,Bogdan Bogdanovic,2019-20,50.0,28.3,14.4,5.2,12.1,42.6,2.6,7.2,35.7,1.5,2.0,72.5,0.3,2.8,3.1,3.1,1.7,1.0,0.2,2.1,24.8,2.0,0.0,-1.0
39,48,6.0,F,Utah Jazz,Bojan Bogdanovic,2019-20,59.0,33.3,20.5,6.7,15.0,44.6,3.1,7.4,41.7,4.0,4.4,90.1,0.6,3.5,4.2,2.1,2.5,0.6,0.1,1.8,28.1,0.0,0.0,4.8
40,49,6.0,F,Phoenix Suns,Jonah Bolden,2019-20,7.0,6.7,1.4,0.6,1.6,36.4,0.0,0.6,0.0,0.3,0.6,50.0,0.4,0.9,1.3,0.0,0.3,0.4,0.3,1.4,4.8,0.0,0.0,0.1
41,50,6.0,G,Washington Wizards,Isaac Bonga,2019-20,55.0,17.6,4.5,1.6,3.2,51.4,0.4,1.0,39.6,0.9,1.1,80.0,1.1,2.2,3.3,1.1,0.7,0.6,0.4,2.4,12.3,0.0,0.0,0.3
42,51,6.0,G,Phoenix Suns,Devin Booker,2019-20,59.0,36.1,25.9,8.7,17.9,48.7,2.0,5.6,35.7,6.5,7.1,91.7,0.4,3.7,4.1,6.4,3.9,0.7,0.2,3.0,39.5,9.0,0.0,0.8
43,52,6.0,F,Toronto Raptors,Chris Boucher,2019-20,53.0,13.4,6.5,2.2,4.8,46.1,0.5,1.8,29.2,1.5,1.9,79.6,1.8,2.8,4.5,0.4,0.4,0.4,1.0,1.9,16.2,4.0,0.0,1.7
44,53,6.0,G,Los Angeles Lakers,Avery Bradley,2019-20,46.0,23.7,8.4,3.4,7.6,44.9,1.2,3.3,36.7,0.4,0.5,81.8,0.4,1.9,2.3,1.3,0.9,0.9,0.1,2.2,15.1,0.0,0.0,3.1
45,54,6.0,C,Utah Jazz,Tony Bradley,2019-20,46.0,10.4,4.5,2.0,3.0,65.2,0.0,0.0,100,0.5,0.8,65.8,1.8,2.5,4.2,0.3,0.5,0.2,0.4,1.9,11.4,0.0,0.0,-0.3
46,55,6.0,F,Phoenix Suns,Mikal Bridges,2019-20,62.0,26.6,8.4,3.1,6.1,50.8,0.8,2.4,35.1,1.3,1.6,83.7,0.9,3.0,3.9,1.7,1.0,1.5,0.6,2.2,20.7,0.0,0.0,0.4
47,56,6.0,F,Charlotte Hornets,Miles Bridges,2019-20,61.0,30.8,13.2,5.0,11.6,43.2,1.6,4.7,34.2,1.6,2.0,80.7,1.4,4.1,5.5,1.7,1.5,0.6,0.7,2.0,25.0,4.0,0.0,-7.1
48,58,6.0,G-F,Dallas Mavericks,Ryan Broekhoff,2019-20,17.0,10.6,4.2,1.3,3.5,37.3,1.2,3.0,39.2,0.4,0.5,87.5,0.3,2.2,2.5,0.6,0.4,0.3,0.2,0.9,9.4,0.0,0.0,0.5
49,59,6.0,G,Indiana Pacers,Malcolm Brogdon,2019-20,47.0,31.1,16.6,6.1,13.9,44.0,1.3,4.1,31.4,3.1,3.4,89.5,0.9,3.9,4.8,7.3,2.4,0.7,0.2,1.9,33.3,9.0,0.0,2.3
50,60,6.0,G-F,Memphis Grizzlies,Dillon Brooks,2019-20,61.0,28.5,15.7,5.8,14.3,40.3,2.0,5.5,36.7,2.2,2.7,81.2,1.0,2.4,3.3,2.0,1.6,0.9,0.4,3.8,25.0,0.0,0.0,-0.7
51,62,6.0,G,Detroit Pistons,Bruce Brown,2019-20,56.0,28.1,8.9,3.4,7.6,44.3,0.6,1.6,33.7,1.6,2.1,73.7,1.0,3.7,4.7,3.9,1.7,1.1,0.5,2.8,23.5,4.0,0.0,-2.2
52,63,6.0,G,Boston Celtics,Jaylen Brown,2019-20,50.0,34.0,20.4,7.6,15.4,49.0,2.1,5.6,38.1,3.2,4.3,73.6,1.1,5.3,6.4,2.2,2.3,1.1,0.3,3.0,33.3,6.0,0.0,3.9
53,64,6.0,G,Milwaukee Bucks,Sterling Brown,2019-20,43.0,14.3,4.8,1.7,4.6,37.1,0.8,2.4,32.4,0.6,0.8,78.8,0.6,3.0,3.6,1.0,0.8,0.5,0.1,1.0,11.6,1.0,0.0,2.5
54,65,6.0,G,Dallas Mavericks,Jalen Brunson,2019-20,57.0,17.9,8.2,3.2,6.8,46.6,0.8,2.1,35.8,1.1,1.3,81.3,0.4,2.0,2.4,3.3,1.2,0.4,0.1,1.3,16.2,2.0,0.0,3.0
55,66,6.0,C,Washington Wizards,Thomas Bryant,2019-20,35.0,23.9,12.4,5.0,8.3,60.5,0.6,1.4,40.0,1.7,2.4,72.6,2.0,4.9,6.9,2.0,1.3,0.4,0.9,2.2,26.1,7.0,0.0,-4.2
56,67,6.0,G-F,New York Knicks,Reggie Bullock,2019-20,25.0,24.5,8.8,3.4,8.5,39.6,1.4,4.2,34.0,0.6,0.8,84.2,0.5,1.8,2.3,1.4,0.6,1.0,0.0,2.1,16.3,0.0,0.0,-4.5
57,68,6.0,G,Philadelphia 76ers,Trey Burke,2019-20,25.0,13.1,5.9,2.4,5.1,46.5,0.6,1.5,42.1,0.5,0.7,72.2,0.6,0.8,1.4,2.1,0.5,0.3,0.0,0.8,11.2,0.0,0.0,1.5
58,69,6.0,G,Philadelphia 76ers,Alec Burks,2019-20,56.0,27.8,15.3,4.9,12.1,40.2,1.7,4.6,36.4,3.9,4.3,89.7,0.7,3.8,4.5,2.9,1.4,1.0,0.3,2.1,27.4,1.0,0.0,-5.2
59,70,6.0,G,Oklahoma City Thunder,Deonte Burton,2019-20,33.0,8.5,2.8,1.2,3.1,36.9,0.3,1.4,22.2,0.2,0.4,50.0,0.2,1.2,1.4,0.3,0.4,0.2,0.3,0.8,5.9,0.0,0.0,-2.2
60,71,6.0,G-F,Miami Heat,Jimmy Butler,2019-20,51.0,34.4,20.5,6.2,13.6,45.4,0.6,2.3,25.0,7.6,9.1,83.4,1.8,4.9,6.7,6.2,2.3,1.7,0.6,1.4,42.4,10.0,3.0,4.6
61,73,6.0,G,Los Angeles Lakers,Kentavious Caldwell-Pope,2019-20,60.0,25.5,9.7,3.5,7.5,47.0,1.4,3.6,39.7,1.2,1.6,77.9,0.6,1.5,2.1,1.7,0.9,0.9,0.2,1.8,17.0,0.0,0.0,3.5
62,75,6.0,C,Atlanta Hawks,Clint Capela,2019-20,39.0,32.8,13.9,6.3,9.9,62.9,0.0,0.0,0.0,1.4,2.7,52.9,4.3,9.5,13.8,1.2,1.6,0.8,1.8,2.6,38.8,27.0,0.0,1.5
63,76,6.0,F,Houston Rockets,DeMarre Carroll,2019-20,18.0,10.1,2.5,0.7,2.2,32.5,0.3,1.2,23.8,0.8,1.4,56.0,0.5,1.8,2.3,0.9,0.8,0.2,0.2,1.3,7.1,0.0,0.0,0.9
64,78,6.0,G,Phoenix Suns,Jevon Carter,2019-20,47.0,14.6,4.3,1.6,3.9,40.2,0.9,2.1,40.6,0.3,0.4,78.9,0.5,1.3,1.8,1.3,0.6,0.8,0.2,1.5,10.9,0.0,0.0,-1.3
65,79,6.0,F-G,Atlanta Hawks,Vince Carter,2019-20,56.0,14.5,4.8,1.7,5.0,34.4,1.0,3.3,29.0,0.4,0.5,79.3,0.3,1.8,2.1,0.8,0.6,0.4,0.4,1.5,10.6,0.0,0.0,-2.5
66,80,6.0,G,Los Angeles Lakers,Alex Caruso,2019-20,55.0,18.1,5.5,1.9,4.5,42.4,0.7,1.9,35.0,1.0,1.3,77.0,0.2,1.7,1.9,1.8,0.8,1.1,0.3,1.5,13.8,0.0,0.0,4.4
67,81,7.0,C,Dallas Mavericks,Willie Cauley-Stein,2019-20,50.0,21.0,7.5,3.3,5.8,57.4,0.0,0.0,0.0,0.8,1.3,61.9,1.6,4.3,5.9,1.3,0.8,1.0,1.2,2.4,22.2,3.0,0.0,-2.4
68,84,7.0,C,Houston Rockets,Tyson Chandler,2019-20,26.0,8.4,1.3,0.5,0.7,77.8,0.0,0.0,0.0,0.2,0.5,46.2,1.0,1.6,2.5,0.2,0.3,0.2,0.3,1.2,6.0,0.0,0.0,1.2
69,85,6.0,F,Brooklyn Nets,Wilson Chandler,2019-20,31.0,21.0,6.1,2.2,5.4,41.3,1.1,3.5,30.8,0.6,0.7,85.7,0.4,3.8,4.2,1.1,1.0,0.5,0.4,2.2,14.5,0.0,0.0,-4.0
70,86,6.0,G,Charlotte Hornets,Joe Chealey,2019-20,3.0,10.4,0.7,0.0,2.3,0.0,0.0,1.3,0.0,0.7,0.7,100,0.0,0.0,0.0,0.3,0.7,1.3,0.0,0.7,4.5,0.0,0.0,-5.7
71,87,6.0,F,Golden State Warriors,Marquese Chriss,2019-20,56.0,19.8,9.1,3.5,6.4,54.6,0.1,0.7,21.6,2.0,2.6,75.9,1.8,4.1,5.9,1.8,1.4,0.7,1.1,2.1,22.7,6.0,0.0,-3.8
72,88,6.0,F,Orlando Magic,Gary Clark,2019-20,32.0,12.7,3.5,1.2,3.1,38.8,0.9,2.6,33.3,0.3,0.3,88.9,0.8,1.7,2.5,0.4,0.1,0.1,0.4,0.9,8.7,0.0,0.0,-0.4
73,90,6.0,G,Utah Jazz,Jordan Clarkson,2019-20,59.0,24.2,15.3,5.6,12.1,46.6,2.1,5.6,37.8,1.9,2.3,84.6,0.8,1.9,2.7,2.0,1.3,0.6,0.3,1.4,23.0,0.0,0.0,-0.9
74,91,6.0,F-C,Atlanta Hawks,John Collins,2019-20,37.0,32.7,21.1,8.5,14.6,57.9,1.5,3.6,40.6,2.8,3.4,81.0,2.7,7.3,10.1,1.5,1.9,0.7,1.6,3.4,40.6,19.0,0.0,-4.2
75,92,7.0,F-C,Portland Trail Blazers,Zach Collins,2019-20,3.0,28.8,9.0,3.0,6.3,47.4,1.0,2.3,42.9,2.0,2.0,100,1.3,2.7,4.0,2.0,2.0,0.0,0.7,3.7,16.8,0.0,0.0,6.3
76,94,6.0,G,Utah Jazz,Mike Conley,2019-20,37.0,28.3,13.5,4.7,11.8,39.8,1.8,5.0,36.0,2.3,2.9,78.7,0.6,2.7,3.3,4.2,1.8,0.6,0.1,2.3,24.2,0.0,0.0,1.2
77,95,6.0,G,Milwaukee Bucks,Pat Connaughton,2019-20,57.0,18.2,5.0,2.0,4.2,46.7,0.8,2.2,34.4,0.3,0.5,70.4,0.9,3.4,4.2,1.6,0.7,0.3,0.5,0.9,14.1,0.0,0.0,2.1
